Source,Target,Type,Id,Weight
57,81,Undirected,760,0.757825
57,82,Undirected,761,0.79045
57,83,Undirected,762,0.760902
57,86,Undirected,763,0.747136
57,99,Undirected,764,0.590353
58,22,Undirected,765,148510
58,30,Undirected,766,1.05797
58,32,Undirected,767,1.29878
58,34,Undirected,768,0.967034
58,41,Undirected,769,1.18093
58,49,Undirected,770,1.07319
58,50,Undirected,771,0.910659
58,56,Undirected,772,0.789251
58,63,Undirected,773,0.75114
58,64,Undirected,774,0.677451
58,68,Undirected,775,0.677451
58,74,Undirected,776,3.43253
58,75,Undirected,777,0.663584
58,82,Undirected,778,0.664321
58,88,Undirected,779,0.579232
58,100,Undirected,780,0.576705
59,10,Undirected,781,2.3761
59,14,Undirected,782,2.37605
59,19,Undirected,783,1.60485
59,21,Undirected,784,0.390627
59,41,Undirected,785,2.0811
59,55,Undirected,786,1.48278
59,63,Undirected,787,1.15918
59,67,Undirected,788,1.07768
59,71,Undirected,789,1.06271
59,75,Undirected,790,0.993636
59,79,Undirected,791,0.845219
59,85,Undirected,792,0.727468
59,89,Undirected,793,0.751452
59,93,Undirected,794,0.752128
59,99,Undirected,795,0.71911
59,100,Undirected,796,0.709265
60,2,Undirected,797,1.25337
60,12,Undirected,798,1.48806
60,22,Undirected,799,1.18596
60,24,Undirected,800,98232.3
60,34,Undirected,801,1.09647
60,36,Undirected,802,1.14489
60,45,Undirected,803,1.16738
60,48,Undirected,804,0.926585
60,51,Undirected,805,1.20261
60,52,Undirected,806,1.07615
60,62,Undirected,807,0.757969
60,70,Undirected,808,0.882384
60,84,Undirected,809,0.602675
60,87,Undirected,810,0.349754
60,94,Undirected,811,0.674285
60,95,Undirected,812,0.614844
61,5,Undirected,813,2.15058
61,26,Undirected,814,1.59417
61,27,Undirected,815,1.39438
61,40,Undirected,816,1.43096
61,42,Undirected,817,1.31826
61,57,Undirected,818,0.93847
61,65,Undirected,819,0.489755
61,75,Undirected,820,53.0745
61,76,Undirected,821,0.797581
61,77,Undirected,822,0.746787
61,78,Undirected,823,0.761738
61,81,Undirected,824,0.746779
61,82,Undirected,825,0.778722
61,83,Undirected,826,0.749792
61,92,Undirected,827,0.720665
61,99,Undirected,828,0.582598
62,12,Undirected,829,1.51975
62,22,Undirected,830,1.22285
62,33,Undirected,831,9.72417
62,34,Undirected,832,1.13405
62,36,Undirected,833,1.18213
62,45,Undirected,834,1.20443
62,48,Undirected,835,0.964302
62,51,Undirected,836,1.23931
62,52,Undirected,837,1.11384
62,55,Undirected,838,1.06765
62,60,Undirected,839,0.847813
62,70,Undirected,840,0.919874
62,80,Undirected,841,0.701736
62,83,Undirected,842,0.565185
62,84,Undirected,843,0.635894
62,94,Undirected,844,0.709094
62,95,Undirected,845,0.648358
63,4,Undirected,846,1.47586
63,10,Undirected,847,1.75448
63,14,Undirected,848,1.75445
63,19,Undirected,849,1.26817
63,24,Undirected,850,1.52918
63,41,Undirected,851,1.5742
63,49,Undirected,852,1.41712
63,58,Undirected,853,0.825255
63,59,Undirected,854,1.29545
63,64,Undirected,855,0.86017
63,65,Undirected,856,0.88947
63,68,Undirected,857,0.860179
63,71,Undirected,858,0.891836
63,78,Undirected,859,0.824218
63,80,Undirected,860,0.42337
63,82,Undirected,861,0.842276
